capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00041,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00041_20260307T005119Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T00:51:19Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00042,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00042_20260307T005544Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T00:55:44Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00043,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00043_20260307T010000Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T01:00:00Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00044,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00044_20260307T010416Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T01:04:16Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00045,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00045_20260307T010833Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T01:08:33Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00046,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00046_20260307T011247Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T01:12:47Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00047,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00047_20260307T011711Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T01:17:11Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00048,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00048_20260307T012129Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T01:21:29Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00049,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00049_20260307T012544Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T01:25:44Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00050,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00050_20260307T013001Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T01:30:01Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00051,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00051_20260307T013413Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T01:34:13Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00052,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00052_20260307T013816Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T01:38:16Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00053,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00053_20260307T014224Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T01:42:24Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00054,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00054_20260307T014627Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T01:46:27Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00055,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00055_20260307T015032Z_2437000000Hz_20971520sps_35g_s04.s16,no_drone,custom_bg,2437000000,20971520,35,s04,2026-03-07T01:50:32Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00056,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00056_20260307T015445Z_2437000000Hz_20971520sps_35g_s04.s16,no_drone,custom_bg,2437000000,20971520,35,s04,2026-03-07T01:54:45Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00057,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00057_20260307T015858Z_2437000000Hz_20971520sps_35g_s04.s16,no_drone,custom_bg,2437000000,20971520,35,s04,2026-03-07T01:58:58Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00058,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00058_20260307T020305Z_2437000000Hz_20971520sps_35g_s04.s16,no_drone,custom_bg,2437000000,20971520,35,s04,2026-03-07T02:03:05Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00059,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00059_20260307T020710Z_2437000000Hz_20971520sps_35g_s04.s16,no_drone,custom_bg,2437000000,20971520,35,s04,2026-03-07T02:07:10Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00060,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00002/bg00060_20260307T021115Z_2437000000Hz_20971520sps_35g_s04.s16,no_drone,custom_bg,2437000000,20971520,35,s04,2026-03-07T02:11:15Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
