capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00141,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00141_20260307T075011Z_2437000000Hz_20971520sps_65g_s08.s16,no_drone,custom_bg,2437000000,20971520,65,s08,2026-03-07T07:50:11Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00142,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00142_20260307T075441Z_2437000000Hz_20971520sps_65g_s08.s16,no_drone,custom_bg,2437000000,20971520,65,s08,2026-03-07T07:54:41Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00143,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00143_20260307T075905Z_2437000000Hz_20971520sps_65g_s08.s16,no_drone,custom_bg,2437000000,20971520,65,s08,2026-03-07T07:59:05Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00144,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00144_20260307T080330Z_2437000000Hz_20971520sps_65g_s08.s16,no_drone,custom_bg,2437000000,20971520,65,s08,2026-03-07T08:03:30Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00145,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00145_20260307T080800Z_2437000000Hz_20971520sps_35g_s09.s16,no_drone,custom_bg,2437000000,20971520,35,s09,2026-03-07T08:08:00Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00146,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00146_20260307T081230Z_2437000000Hz_20971520sps_35g_s09.s16,no_drone,custom_bg,2437000000,20971520,35,s09,2026-03-07T08:12:30Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00147,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00147_20260307T081703Z_2437000000Hz_20971520sps_35g_s09.s16,no_drone,custom_bg,2437000000,20971520,35,s09,2026-03-07T08:17:03Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00148,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00148_20260307T082139Z_2437000000Hz_20971520sps_35g_s09.s16,no_drone,custom_bg,2437000000,20971520,35,s09,2026-03-07T08:21:39Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00149,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00149_20260307T082618Z_2437000000Hz_20971520sps_35g_s09.s16,no_drone,custom_bg,2437000000,20971520,35,s09,2026-03-07T08:26:18Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00150,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00007/bg00150_20260307T083101Z_2437000000Hz_20971520sps_35g_s09.s16,no_drone,custom_bg,2437000000,20971520,35,s09,2026-03-07T08:31:01Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
