capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00001,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00001_20260306T214943Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-06T21:49:43Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00002,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00002_20260306T215819Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-06T21:58:19Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00003,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00003_20260306T220242Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-06T22:02:42Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00004,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00004_20260306T220725Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-06T22:07:25Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00005,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00005_20260306T221159Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-06T22:11:59Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00006,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00006_20260306T221626Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-06T22:16:26Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00007,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00007_20260306T222050Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-06T22:20:50Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00008,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00008_20260306T222538Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-06T22:25:38Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00009,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00009_20260306T223020Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-06T22:30:20Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00010,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00010_20260306T223445Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-06T22:34:45Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00011,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00000/bg00011_20260306T223925Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-06T22:39:25Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
