capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00021,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00021_20260306T232427Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-06T23:24:27Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00022,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00022_20260306T232855Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-06T23:28:55Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00023,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00023_20260306T233341Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-06T23:33:41Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00024,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00024_20260306T233811Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-06T23:38:11Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00025,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00025_20260306T234239Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-06T23:42:39Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00026,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00026_20260306T234707Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-06T23:47:07Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00027,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00027_20260306T235140Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-06T23:51:40Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00028,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00028_20260306T235605Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-06T23:56:05Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00029,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00029_20260307T000032Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T00:00:32Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00030,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00030_20260307T000456Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T00:04:56Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00031,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00031_20260307T000918Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T00:09:18Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00032,/root/RFBinaryDetect/data/staging/nd_run_01/batch_00001/bg00032_20260307T001338Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T00:13:38Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
