capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00041,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00041_20260307T162649Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T16:26:49Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00042,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00042_20260307T163112Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T16:31:12Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00043,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00043_20260307T163526Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T16:35:26Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00044,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00044_20260307T163936Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T16:39:36Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00045,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00045_20260307T164342Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T16:43:42Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00046,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00046_20260307T164750Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T16:47:50Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00047,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00047_20260307T165156Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T16:51:56Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00048,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00048_20260307T165609Z_2437000000Hz_20971520sps_50g_s03.s16,no_drone,custom_bg,2437000000,20971520,50,s03,2026-03-07T16:56:09Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00049,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00049_20260307T170015Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T17:00:15Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00050,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00002/bg00050_20260307T170427Z_2437000000Hz_20971520sps_65g_s03.s16,no_drone,custom_bg,2437000000,20971520,65,s03,2026-03-07T17:04:27Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
