capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00001,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00001_20260307T133257Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-07T13:32:57Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00002,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00002_20260307T133712Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-07T13:37:12Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00003,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00003_20260307T134126Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-07T13:41:26Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00004,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00004_20260307T134539Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-07T13:45:39Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00005,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00005_20260307T134951Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-07T13:49:51Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00006,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00006_20260307T135406Z_2437000000Hz_20971520sps_35g_s01.s16,no_drone,custom_bg,2437000000,20971520,35,s01,2026-03-07T13:54:06Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00007,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00007_20260307T135822Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-07T13:58:22Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00008,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00008_20260307T140244Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-07T14:02:44Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00009,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00009_20260307T140656Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-07T14:06:56Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00010,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00000/bg00010_20260307T141113Z_2437000000Hz_20971520sps_50g_s01.s16,no_drone,custom_bg,2437000000,20971520,50,s01,2026-03-07T14:11:13Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
