capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00161,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00161_20260308T013443Z_2437000000Hz_20971520sps_65g_s09.s16,no_drone,custom_bg,2437000000,20971520,65,s09,2026-03-08T01:34:43Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00162,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00162_20260308T013907Z_2437000000Hz_20971520sps_65g_s09.s16,no_drone,custom_bg,2437000000,20971520,65,s09,2026-03-08T01:39:07Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00163,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00163_20260308T014326Z_2437000000Hz_20971520sps_35g_s10.s16,no_drone,custom_bg,2437000000,20971520,35,s10,2026-03-08T01:43:26Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00164,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00164_20260308T014750Z_2437000000Hz_20971520sps_35g_s10.s16,no_drone,custom_bg,2437000000,20971520,35,s10,2026-03-08T01:47:50Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00165,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00165_20260308T015210Z_2437000000Hz_20971520sps_35g_s10.s16,no_drone,custom_bg,2437000000,20971520,35,s10,2026-03-08T01:52:10Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00166,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00166_20260308T015639Z_2437000000Hz_20971520sps_35g_s10.s16,no_drone,custom_bg,2437000000,20971520,35,s10,2026-03-08T01:56:39Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00167,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00167_20260308T020106Z_2437000000Hz_20971520sps_35g_s10.s16,no_drone,custom_bg,2437000000,20971520,35,s10,2026-03-08T02:01:06Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00168,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00168_20260308T020529Z_2437000000Hz_20971520sps_35g_s10.s16,no_drone,custom_bg,2437000000,20971520,35,s10,2026-03-08T02:05:29Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00169,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00169_20260308T020949Z_2437000000Hz_20971520sps_50g_s10.s16,no_drone,custom_bg,2437000000,20971520,50,s10,2026-03-08T02:09:49Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00170,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00170_20260308T021413Z_2437000000Hz_20971520sps_50g_s10.s16,no_drone,custom_bg,2437000000,20971520,50,s10,2026-03-08T02:14:13Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00171,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00171_20260308T021839Z_2437000000Hz_20971520sps_50g_s10.s16,no_drone,custom_bg,2437000000,20971520,50,s10,2026-03-08T02:18:39Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00172,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00172_20260308T022300Z_2437000000Hz_20971520sps_50g_s10.s16,no_drone,custom_bg,2437000000,20971520,50,s10,2026-03-08T02:23:00Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00173,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00173_20260308T022719Z_2437000000Hz_20971520sps_50g_s10.s16,no_drone,custom_bg,2437000000,20971520,50,s10,2026-03-08T02:27:19Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00174,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00174_20260308T023139Z_2437000000Hz_20971520sps_50g_s10.s16,no_drone,custom_bg,2437000000,20971520,50,s10,2026-03-08T02:31:39Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00175,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00008/bg00175_20260308T023601Z_2437000000Hz_20971520sps_65g_s10.s16,no_drone,custom_bg,2437000000,20971520,65,s10,2026-03-08T02:36:01Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
