capture_id,file_path,label,source_domain,center_freq_hz,sample_rate_sps,gain_db,session_id,timestamp,environment,coverage_tags
bg00021,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00021_20260307T145943Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-07T14:59:43Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00022,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00022_20260307T150404Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-07T15:04:04Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00023,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00023_20260307T150825Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-07T15:08:25Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00024,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00024_20260307T151240Z_2437000000Hz_20971520sps_35g_s02.s16,no_drone,custom_bg,2437000000,20971520,35,s02,2026-03-07T15:12:40Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00025,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00025_20260307T151653Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T15:16:53Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00026,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00026_20260307T152104Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T15:21:04Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00027,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00027_20260307T152516Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T15:25:16Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00028,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00028_20260307T152948Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T15:29:48Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00029,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00029_20260307T153427Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T15:34:27Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00030,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00030_20260307T153909Z_2437000000Hz_20971520sps_50g_s02.s16,no_drone,custom_bg,2437000000,20971520,50,s02,2026-03-07T15:39:09Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00031,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00031_20260307T154346Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T15:43:46Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00032,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00032_20260307T154819Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T15:48:19Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00033,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00033_20260307T155235Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T15:52:35Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00034,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00034_20260307T155647Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T15:56:47Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00035,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00035_20260307T160103Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T16:01:03Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00036,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00036_20260307T160516Z_2437000000Hz_20971520sps_65g_s02.s16,no_drone,custom_bg,2437000000,20971520,65,s02,2026-03-07T16:05:16Z,outdoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00037,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00037_20260307T160930Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T16:09:30Z,indoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00038,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00038_20260307T161344Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T16:13:44Z,indoor_busy,indoor|outdoor|low_rf|high_rf|stationary|moving
bg00039,/root/RFBinaryDetect/data/staging/nd_run_02/batch_00001/bg00039_20260307T161805Z_2437000000Hz_20971520sps_35g_s03.s16,no_drone,custom_bg,2437000000,20971520,35,s03,2026-03-07T16:18:05Z,outdoor_quiet,indoor|outdoor|low_rf|high_rf|stationary|moving
